"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 16 15:47:48 GMT 2023","Thu Mar 16 15:47:57 GMT 2023","9168","","io.artbi.automation.test_coverage.MainPageTest","","io.artbi.automation.test_coverage.MainPageTest","searchPage","searchPage()","Search test for new user using Page Object"
"passed","Thu Mar 16 15:47:48 GMT 2023","Thu Mar 16 15:48:02 GMT 2023","14413","","io.artbi.automation.test_coverage.MainPageTest","","io.artbi.automation.test_coverage.MainPageTest","search","search()","Search test for new user using Step Object"
