"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 16 17:55:53 GMT 2023","Thu Mar 16 17:56:00 GMT 2023","7583","","io.artbi.automation.test_coverage.MainPageTest","","io.artbi.automation.test_coverage.MainPageTest","searchPage","searchPage()","Search test for new user using Page Object"
"passed","Thu Mar 16 17:55:53 GMT 2023","Thu Mar 16 17:56:04 GMT 2023","11577","","io.artbi.automation.test_coverage.MainPageTest","","io.artbi.automation.test_coverage.MainPageTest","search","search()","Search test for new user using Step Object"
